location_score,neighborhood_income_level_Low,property_size,proximity_to_services,construction_year,num_rooms,floor_level,distance_to_center,lot_size,building_condition,access_to_utilities,school_proximity,income_group,above_median_valuation
0.7561412559470713,1.0,105.84744496618372,0.5363089665108486,2007.0,3.0,6.0,3.29400563521811,182.7343385592121,3.2747003476133085,1.0,0.44748811995790383,Low,0
0.4410367557969879,1.0,127.65442640402782,0.4575498173884776,2015.0,6.0,3.0,7.333977857569303,161.25200907688608,2.109227854581124,1.0,0.7173437682403194,Low,0
0.5813413792041087,0.0,130.0465682750605,0.5150880266458189,1974.0,6.0,5.0,8.583927033514012,200.03446204033744,3.012304546637978,1.0,0.4195460754210912,Low,1
0.30480666484605484,0.0,96.95186572139667,0.3996659051895114,2007.0,2.0,5.0,8.004088102335054,171.84376090155425,3.014121236690385,0.0,0.6300184215794377,Low,0
0.5284605517638361,1.0,62.93483943573669,0.41815458217690427,1985.0,7.0,10.0,8.071145124626133,195.12058831616065,2.630914424583996,1.0,0.28694467670398405,Low,0
0.8370444816836667,0.0,120.11374137836802,0.675326765273109,1994.0,2.0,2.0,2.7154647274274315,223.61155724245964,3.1053510610393564,1.0,0.722505052930921,High,1
0.6127973208542504,0.79,101.64916428770019,0.6293279252251975,2016.0,4.0,11.0,4.777142795524181,204.94956597641902,2.4893363859646325,0.13,0.5213985394855767,High,0
0.4506231315426298,1.0,56.18994261884892,0.8540624094351721,1997.0,3.0,9.0,7.587312941783906,148.67271527850832,2.192394480870837,1.0,0.5510077551672937,Low,0
0.5855171727789832,0.79,138.9941966944046,0.4645446993781037,1966.0,5.0,9.0,3.438965503852058,226.16897394723134,3.780048436305674,1.0,0.5877620700253048,High,0
0.5809552526610545,1.0,129.91764040101233,0.508810768261797,1988.0,1.0,3.0,8.408239307913735,126.40896700657224,2.5614322421019384,1.0,0.5611186431685106,Low,0
0.552245708551232,0.0,169.0106941168603,0.5118022083465561,2002.0,4.0,5.0,4.995733821891477,178.81667943864326,3.1452256255531816,1.0,0.686383682276595,High,1
